cellnumber,    x-coordinate,    y-coordinate,        pressure,     temperature,          y-plus,       heat-flux,face-area-magnitude
255,0.00985140220239,0.128612136852,344903.695502,675.064294054,0.394052140712,-113421.311083,0.000393251350599
256,0.00953360002804,0.128380539378,347592.11176,674.59571722,0.388928902996,-113054.698605,0.000393276951764
257,0.00922123619749,0.128141646499,350190.801422,674.103700225,0.383623351634,-112659.652088,0.000393263066123
258,0.00891441243333,0.127895739948,352696.604317,673.589151285,0.378232040641,-112248.636918,0.000393198570901
259,0.00861323045813,0.127643101457,355111.615276,673.054605853,0.372747199896,-111817.852728,0.000393073003787
260,0.00831779199447,0.12738401276,357430.91699,672.501251452,0.367288534346,-111363.342985,0.000392876548697
261,0.00802819876493,0.12711875559,359671.097325,671.931208039,0.362010821828,-110937.949088,0.00039260002039
262,0.00774455231547,0.126847611653,361842.873484,671.345678153,0.356766438714,-110537.663569,0.00039223513549
263,0.0074669131598,0.126570856956,363952.126628,670.744189246,0.351324227502,-110078.487752,0.000391839276646
264,0.00719520806579,0.126288748911,365996.773399,670.126554392,0.345602415212,-109588.907332,0.000391548202254
265,0.00692925806887,0.126001530235,367967.700824,669.494493876,0.33971151175,-109128.138071,0.000391364801245
266,0.00666887136232,0.125709441857,369859.698571,668.851176826,0.333703529923,-108657.466788,0.000391271684491
267,0.00641385613943,0.125412724708,371671.0168,668.196571462,0.327615518636,-108176.599832,0.000391252102196
268,0.00616402059345,0.12511161972,373401.239766,667.53102719,0.321471092298,-107693.653357,0.000391289979853
